EA,0,Gadgets & Games,0,8,-0.2700670086831756,13,3
nabildo,0,Music,0,1,0.24161563891666274,0,0
Atvaark,0,Film & Animation,0,0,0.41423147184190956,0,1
Zer0ph34r,0,Comedy,0,0,0.44505572772141777,1,0
RobinThickeOfficial,0,Music,0,0,0.07516465716731772,0,0
chorest,0,Comedy,0,0,0.5067042394804342,0,0
specialgirlsasiana,0,People & Blogs,0,0,-0.43651799043252065,0,0
desheik,0,People & Blogs,0,0,0.038175550111907694,0,0
wowguide111,0,Entertainment,0,0,0.3217587042033843,0,0
avmania123,0,Entertainment,0,0,0.7594631376924027,0,0
burninlover,0,Film & Animation,0,0,0.4635502812491224,0,0
bolaoito2007,0,Sports,0,0,0.22928593656485913,0,0
aksar69,0,People & Blogs,0,0,-0.411858585728914,0,0
bushbaby999,0,News & Politics,0,0,-1.706477332668264,0,0
infelt,0,Entertainment,0,0,0.7594631376924027,0,0
boringcrap001,0,Autos & Vehicles,1,0,0.45738543007322086,0,0
UltimateKeliss,0,Entertainment,0,0,-0.2700670086831756,0,0
AllHipHopcom,0,Music,0,0,0.7594631376924027,0,0
FlashAndEscape,0,Howto & DIY,0,0,0.29709929949977765,0,0
temairi,0,Music,0,0,0.1183186153986293,0,0
everlastingsmile77,0,Entertainment,1,0,0.6608255188779759,0,0
hockeyfightsdotcom,0,Sports,0,0,0.6423309653502708,0,0
THEUSEDCHANNEL,0,Music,0,0,0.6731552212297796,0,0
HaniHajime,0,Pets & Animals,0,0,-0.04196751517481391,0,0
danipierra,0,Entertainment,0,0,-0.004978408119404149,0,0
everlastingsmile77,0,Entertainment,1,0,0.6608255188779759,0,0
bopepper,0,Music,0,0,0.5806824535912543,0,0
oneminormishap07,0,Comedy,0,0,-0.14060513398924065,0,0
addict2ad,0,Entertainment,0,0,0.7594631376924027,0,0
WilliamSledd,0,People & Blogs,0,0,0.3587478112587941,3,4
xeo15,0,Comedy,0,0,0.37724236478649925,0,0
MuscleHead570,0,News & Politics,0,0,-0.12211058046153579,0,0
masun2,0,Entertainment,0,0,0.5806824535912543,0,0
yester78,0,Entertainment,0,0,0.7594631376924027,0,0
everlastingsmile77,0,Entertainment,1,0,0.7409685841646975,0,0
rtpsa,0,Comedy,0,0,0.24778049009256428,0,0
ysabellabravetalk,0,People & Blogs,0,0,0.5683527512394513,0,0
blucuttie728,0,Entertainment,1,0,0.6361661141743692,0,0
hockeyfightsdotcom,0,Sports,0,0,0.6916497747574841,0,0
millionmovies,0,Entertainment,1,0,-2.3229624502584305,0,0
dima112233,0,People & Blogs,0,0,-1.3242565597623606,0,0
wuwm,0,News & Politics,0,0,-0.0974511757579291,0,0
rennestar,0,Sports,-1,0,0.5683527512394513,0,0
giomic,0,News & Politics,0,0,-0.32555066926629056,0,0
cfclamps1,0,Entertainment,1,0,0.5930121559430579,0,0
zoltangrossman,0,News & Politics,0,0,-0.07895662223022394,0,0
wepiana,0,Entertainment,0,0,0.48820968595272907,0,0
saulomaligno,0,Film & Animation,0,0,0.5683527512394513,0,0
emeseditorials,0,Sports,0,0,0.7594631376924027,0,0
maddoxaom,0,Entertainment,0,3,0.3217587042033843,0,1
CCGIRLNYC,0,News & Politics,0,2,0.272439894796171,0,6
teresanoreen,0,People & Blogs,0,1,-1.3242565597623606,2,0
oasa4,0,Comedy,0,1,-0.46734224631202914,1,1
kabalen143,0,Entertainment,0,1,0.5683527512394513,2,0
chadagg,0,News & Politics,1,0,0.5806824535912543,1,1
DiGiTiLsOuL,0,Comedy,0,0,0.4820448347768275,1,1
littleloca,0,People & Blogs,0,0,0.5128690906563358,1,1
Blendtec,0,Entertainment,0,0,0.6916497747574841,0,0
brettkeane,0,People & Blogs,0,0,0.4203963230178111,1,0
toprank144,0,Music,0,0,0.6669903700538774,0,0
toprank144,0,Music,0,0,0.6978146259333862,0,0
Karla193,0,Entertainment,1,0,0.6669903700538774,0,0
barrock81,0,Comedy,1,0,0.5375284953599425,0,0
Karla193,0,Entertainment,1,0,0.6115067094707626,0,1
TheAmazingAtheist,0,People & Blogs,2,0,0.549858197711746,0,0
khayav,0,News & Politics,0,0,0.6115067094707626,0,1
Karla193,0,Entertainment,1,0,0.6300012629984677,0,0
HellionExciter,0,People & Blogs,1,0,0.40806662066600746,0,1
Blendtec,0,Entertainment,0,0,0.5868473047671559,0,0
geerawrd111,0,Film & Animation,1,0,0.6484958165261728,0,0
geerawrd111,0,Film & Animation,1,0,0.6484958165261728,0,0
CherylShuman90210,0,People & Blogs,0,0,0.734803732988796,0,0
brettkeane,0,People & Blogs,1,0,0.47587998360092604,0,0
geerawrd111,0,Film & Animation,1,0,0.7224740306369929,0,0
barrock81,0,Comedy,0,0,0.7101443282851893,0,0
coolsmurf,0,Entertainment,0,0,0.679320072405681,0,0
geerawrd111,0,Film & Animation,0,0,0.6546606677020743,0,0
theboringdispatcher,0,People & Blogs,1,0,0.48820968595272907,0,0
geerawrd111,0,Film & Animation,1,0,0.6731552212297796,0,0
barrock81,0,Comedy,0,0,0.7286388818128945,0,0
serathing,0,Entertainment,1,0,0.7101443282851893,0,0
geerawrd111,0,Film & Animation,1,0,0.6854849235815826,0,0
brokensonnet2,0,Entertainment,1,0,0.6484958165261728,0,0
serathing,0,Entertainment,1,0,0.7101443282851893,0,0
domains4life,0,Entertainment,-1,0,0.3895720671383029,0,0
